price_count,seller_name,price,nnumber,qa_count,snumber,seller_score,content,seller_logint,title
"
出價紀錄(51)
            ",little_samuelliu,29,63,"
問與答(15)
            ",137,22533,,上次登入：2016-06-03,*樂源*通用鍵盤膜/技嘉P15F V2 鍵盤膜GIGABYTE P55K 技嘉P55K 技嘉Q2556N V3 小筆電
"
出價紀錄(72)
            ",kgikgi2004,240,53,"
問與答(57)
            ",83,1532,,上次登入：2016-06-04,[全新高保固] 聯想 lenovo 20V3.25A 4.5A 2.25A 變壓器 Thinkpad方口方頭帶針原廠相容
"
出價紀錄(11)
            ",slf1224,"3,000",1,"
問與答(16)
            ",9,253,,上次登入：2016-06-04,BENTON小筆電10吋win7 附office
"
出價紀錄(25)
            ",limitstyle,29,817,"
問與答(1)
            ",182,707,,上次登入：2016-06-04,i線套Mac 湖水藍 Mac充電線救星 Macbook Air Pro LimitStyle
"
出價紀錄(1)
            ",erpdream,"12,000",5,"
問與答(3)
            ",1,488,,上次登入：2016-06-04,LENOVO T420 14吋 i7 2640M CPU/雙顯卡 1G獨顯 8G記憶體/320G硬碟
"
出價紀錄(4)
            ",slf1224,"3,500",1,"
問與答(10)
            ",2,253,,上次登入：2016-06-04,ASUS w5000筆電 12吋win7附office可玩線上遊戲
"
出價紀錄(7)
            ",dwusoon,"42,300",4,"
問與答(9)
            ",6,771,,上次登入：2016-06-04,《大尾倉庫》技嘉 P57K-2K767H8GS1H1DDW10 i7-6700HQ/M.2 128GSSD+1TB
"
出價紀錄(2)
            ",ez70559443,"5,800",1,"
問與答(3)
            ",2,550,,上次登入：2016-06-04,"[億耀科技]㊣保固壹年,全新電池,貨到付款,THINKPAD X201I I3-330/4GB 商用筆電"
"
出價紀錄(76)
            ",baohong,450,76,"
問與答(29)
            ",73,9798,,上次登入：2016-06-04,【什麼多賣】Apple Mac air USB 3.0外接網路卡 RJ45 + 3孔HUB 集線器 蘋果電腦專用外置網卡
"
出價紀錄(82)
            ",f67920,430,20,"
問與答(56)
            ",79,17192,,上次登入：2016-06-05,全新 宏碁 acer Aspire AS 3830 3830G 3830T 3830TG 4830 4830G 4830T 4830TG 4830Z 4755 4755G V121630ES2 AK04 繁體 中文 鍵盤
"
出價紀錄(73)
            ",kth0914,"7,459",948,"
問與答(221)
            ",51,4492,,上次登入：2016-06-05,【7459元】10吋正版Win+安卓雙系統台灣平板INTEL四核/2G/內建64G限時送專用鍵盤皮套變身筆記型隨身電腦
"
出價紀錄(4)
            ",asusnb,"52,000",2,"
問與答(1)
            ",4,288,,上次登入：2016-06-04,~專賣NB~ASUS 華碩 UX501VW-0082A6700HQ i7/16G/4G獨顯/SSD(特價~有門市) 
"
出價紀錄(153)
            ",cardy0728,249,515,"
問與答(60)
            ",140,20768,,上次登入：2016-06-04,【EZstick】ASUS X555 X555L 系列 專用奈米銀抗菌TPU鍵盤保護膜
"
出價紀錄(218)
            ",hsuan120,700,785,"
問與答(167)
            ",214,16520,,上次登入：2016-06-04,ThinkPad Mini Dock Plus Series 3 第三代迷你船塢 90W 4337 底座 433710U
"
出價紀錄(130)
            ",f67920,450,22,"
問與答(47)
            ",128,17192,,上次登入：2016-06-05,全新 華碩 ASUS U81 U81A P42 P42F P42J P42Jc P43 P43E P43S P43SJ K43 K43B K43BE K43BR K43BY K43E K43S AS05 繁體 中文 鍵盤
"
出價紀錄(1)
            ",gd737916,"3,880",8,"
問與答(0)
            ",2,1890,,上次登入：2016-06-05,Prolific讓8*RS232週邊變成USB隨插即用(9Pin)，支援最新WindowsVista，R 
"
出價紀錄(5)
            ",dwusoon,"13,250",3,"
問與答(19)
            ",5,771,,上次登入：2016-06-04,《大尾倉庫》 Asus 華碩 X553MA-0181AN3540 【經典黑】【含稅】【門市更優惠】
"
出價紀錄(93)
            ",itnken,280,50,"
問與答(43)
            ",90,13706,,上次登入：2016-06-05,英特奈 宏碁 ACER Aspire one N55DQuu AO522 AO532 繁體 中文 鍵盤 D260
"
出價紀錄(5)
            ",iphone4u,"12,980",2,"
問與答(4)
            ",6,1499,,上次登入：2016-06-05,"10指觸控+2GB+32GB! ※台北快貨※Acer Chromebook C720P 11.6"" Google 筆電"
"
出價紀錄(1)
            ",vivisunny,"7,990",2,"
問與答(8)
            ",1,192,,上次登入：2016-06-04,華碩筆電Vivobook E200HA 11.6吋 x5-Z8300 四核心金色筆電送office365
"
出價紀錄(4)
            ",jay599159,"22,999",2,"
問與答(7)
            ",3,93,,上次登入：2016-06-04,8GB最威猛i7四核心 SSD120G+500G 極致輕薄SONY 14.1吋 搭載繪圖專用GT410M-2GB顯示卡
"
出價紀錄(1)
            ",erpdream,"10,000",7,"
問與答(5)
            ",1,488,,上次登入：2016-06-04,清倉價　Lenovo T430 14吋筆電i5三代 3320M 2.6/4G/320G/3.0USB正版WIN7
"
出價紀錄(1)
            ",slf1224,"5,000",1,"
問與答(1)
            ",1,253,,上次登入：2016-06-04,Asus eeepc1215T筆電12吋win7有office無線上網&線上遊戲
"
出價紀錄(14)
            ",anitab,"2,000",11,"
問與答(6)
            ",14,2372,,上次登入：2016-06-05,【漾屏屋】全新ASUS X70AB X75V X75VC X750JN X751LD X751M LTN173KT02 
"
出價紀錄(3)
            ",usoon3c,"2,600",1,"
問與答(8)
            ",5,600,,上次登入：2016-06-04,[小威嗶嗶3C] ASUS ZenPad Z170CG [空機價][含稅][來電問存貨量]
"
出價紀錄(130)
            ",itnken,290,943,"
問與答(77)
            ",119,13706,,上次登入：2016-06-05,華碩 ASUS F80Cr F80L F80Q f80S F81E F81S F81Se F82 F83E X82 X83 X85S X88 繁體中文 鍵盤 原廠鍵盤 筆電 筆電鍵盤 中文鍵盤
"
出價紀錄(98)
            ",f67920,380,86,"
問與答(51)
            ",92,17192,,上次登入：2016-06-05,全新 華碩 ASUS K53 K53E K53S K53SC K53SD K53SJ K53SK K53SM K53SV N50 N50V N50Vc N50Vg N50Vn N51 N51A AS06 繁體 中文 鍵盤
"
出價紀錄(2)
            ",zh7601,"4,800",3,"
問與答(8)
            ",2,1066,,上次登入：2016-06-05,HP 2540P 商務筆電 12.1吋 I5-520M/2G/128G SSD 高階商務筆電
"
出價紀錄(25)
            ",okip8132167,29,981,"
問與答(8)
            ",63,1101,,上次登入：2016-06-05,OKip 小米同款 LED 隨身燈 USB燈 鍵盤燈 小夜燈 可彎曲  行動電源燈 (加購用，須購買本賣場商品
"
出價紀錄(79)
            ",f0266703,640,25,"
問與答(45)
            ",73,18664,,上次登入：2016-06-04,華碩 A43S  K43S X43S K53 X43B X84H A53S X53S 筆電 電池 6芯 [214475]
"
出價紀錄(6)
            ",dwusoon,"25,200",5,"
問與答(26)
            ",3,771,,上次登入：2016-06-04,《大尾倉庫》Asus 華碩 M500-PU401LA-0841A4210U{14吋}【含稅】【煩請先詢問存貨呦】
"
出價紀錄(1)
            ",usoon3c,"5,490",2,"
問與答(8)
            ",1,600,,上次登入：2016-06-04,[小威嗶嗶3C] 華碩 ASUS Z380KL 2G/16G [空機價][含稅][現貨]
"
出價紀錄(15)
            ",lym1215,"10,500",9,"
問與答(5)
            ",12,5530,,上次登入：2016-06-04,【奇茂科技】送OFFICE 華碩 ASUS T100HA 四核心 平板 筆電 白色 64G WIN10 非T100TA
"
出價紀錄(2)
            ",3c-best,"8,500",10,"
問與答(12)
            ",0,229,,上次登入：2016-06-03,"鋁鎂合金14吋獨顯筆電 HP 8440p筆電i7系列(M620 2.66G, 4G, 250G,DVDRW)"
"
出價紀錄(92)
            ",star9946,80,7,"
問與答(35)
            ",92,14467,,上次登入：2016-06-04,【小美的店】蘋果筆記本防塵塞macbook air pro/air資料塞 USB埠塞 矽膠防塵蓋多色可選【CA8015】
"
出價紀錄(95)
            ",alou0407,320,5,"
問與答(40)
            ",89,632,,上次登入：2016-06-04,<優惠實施中>蘋果 Apple Macbook Air/Pro Snoopy 史努比 1 13.3寸 創意貼紙
"
出價紀錄(3)
            ",slf1224,"5,600",2,"
問與答(5)
            ",1,253,,上次登入：2016-06-04,Hp Compaq 511筆電娛樂機 14.1吋win7可玩線上遊戲LOL
"
出價紀錄(41)
            ",itnken,320,39,"
問與答(25)
            ",36,13706,,上次登入：2016-06-05,英特奈 華碩 ASUS EPC 1018P 1015B 1015PE 1015PX 繁體 中文 鍵盤 AS1015
"
出價紀錄(4)
            ",genming,715,7,"
問與答(2)
            ",5,569,,上次登入：2016-06-04,[iSky] Apple MagSafe -L型 60W/A1181/A1185/A1278/A1342 -OEM充電器
"
出價紀錄(349)
            ",f67920,380,58,"
問與答(142)
            ",339,17192,,上次登入：2016-06-05,全新 華碩 ASUS X55A X55C X55U X55V A52J K52J K53S N50 N51 N53J N53S UL50 X61S X53S X52J A53S N71 N73 AS06 繁體 中文 鍵盤
"
出價紀錄(2)
            ",raika636,"5,999",4,"
問與答(8)
            ",1,296,,上次登入：2016-06-04,Dell E6320 13.3吋 二代I5 2520M 4G/320G WIN 7 PRO
"
出價紀錄(27)
            ",a051786,590,54,"
問與答(26)
            ",28,489,,上次登入：2016-06-03,全新宏碁Acer變壓器一年保固LITEON19V 4.74A 3.42A宏碁變壓器筆電原廠變壓器含電源線Gateway
"
出價紀錄(20)
            ",anitab,"1,600",31,"
問與答(26)
            ",19,2372,,上次登入：2016-06-05,【漾屏屋】全新 ACER V3-571G V3 571G 面板 B156XW02 V6 LP156WH4 1366解析
"
出價紀錄(12)
            ",woowoosz8,388,990,"
問與答(7)
            ",9,4847,,上次登入：2016-06-04,倍思 MacBook Air 11 13 吋 保護殼 蘋果筆記本 12吋 透明 筆電殼 【AAB602】
"
出價紀錄(12)
            ",android168,990,13,"
問與答(10)
            ",10,1626,,上次登入：2016-06-05,終極動員令:將軍(主程式)+絕命時刻(資料片) 雲端版電腦須   具備網路與更新下載
"
出價紀錄(425)
            ",f67920,400,77,"
問與答(177)
            ",432,17192,,上次登入：2016-06-05,全新 宏碁 Acer Aspire AS 4736 4736G 4736Z 4736ZG 4741 4741G 4741Z 4741ZG 3410 3810 3820 4810 4820 4740 繁體 中文 鍵盤
"
出價紀錄(4)
            ",teching_taiwan,"13,000",1,"
問與答(3)
            ",4,696,,上次登入：2016-05-30,Lenovo 聯想  T430s 三代 i5-3320m 2.6GHz  1600x900 8G RAM 320gb
"
出價紀錄(29)
            ",anitab,"1,650",9,"
問與答(15)
            ",29,2372,,上次登入：2016-06-05,【漾屏屋】ASUS X553M LTN156AT35 X550DP X553MA X555LF VM590L K56C
"
出價紀錄(3)
            ",asusnb,"33,000",3,"
問與答(6)
            ",3,288,,上次登入：2016-06-04,~專賣NB~ASUS 華碩 N551JB-0042A4720HQ /i7/8G/GT940(特價~有門市)非N551JK
"
出價紀錄(1)
            ",wuchanchen,"13,500",1,"
問與答(0)
            ",1,406,,上次登入：2016-06-04,【島主二手筆電】日本製富士通 FUJITSU LIFEBOOK AH52/DA i7-2620M USB3.0藍光燒錄機
"
出價紀錄(2)
            ",dwusoon,"8,580",3,"
問與答(1)
            ",2,771,,上次登入：2016-06-04, 《大尾倉庫》捷元 Logah Grace10吋 超萌 Hello Kitty Light 黑色 【獨家推出】【含稅】
"
出價紀錄(18)
            ",heremountain,"6,800",1,"
問與答(9)
            ",22,35034,,上次登入：2016-06-05,【樺仔二手電腦】LENOVO ThinkPad T410s I5 雙核心CPU/SSD/WIN7 Pro 經典商務筆電
"
出價紀錄(1)
            ",usoon3c,"13,670",2,"
問與答(0)
            ",1,600,,上次登入：2016-06-04,【小威嗶嗶】IdeaPad IDEA 500s 13ISK 80Q200A7TW  [含稅]【確認庫存再下標】
"
出價紀錄(183)
            ",re159159,39,715,"
問與答(71)
            ",685,1251,,上次登入：2016-06-04,[ 正版 ] i線套 Macbook air pro 電源線 充電線 保護套 
"
出價紀錄(11)
            ",ez70559443,"6,500",2,"
問與答(10)
            ",11,550,,上次登入：2016-06-04,"[億耀科技]㊣保固壹年,全新電池,貨到付款,THINKPAD T410 商用雙核 I5 筆電"
"
出價紀錄(2)
            ",slf1224,"4,000",1,"
問與答(8)
            ",2,253,,上次登入：2016-06-04,ASUS N10J筆電 10吋LED螢幕附office可玩線上遊戲
"
出價紀錄(2)
            ",heremountain,"14,000",3,"
問與答(6)
            ",2,35034,,上次登入：2016-06-05,【樺仔二手電腦】Lenovo X230 12吋 IPS 面板 筆電 i5雙核心/8G記憶體/Win7 系統/USB3.0
"
出價紀錄(25)
            ",ibm0910270593,"2,600",2,"
問與答(37)
            ",23,1432,,上次登入：2016-06-04,"§小高黑店§【ThinkPad原廠盒裝小紅點USB有線鍵盤-六列式】0B47195,X240 T440,一年保"
"
出價紀錄(194)
            ",f67920,420,70,"
問與答(65)
            ",197,17192,,上次登入：2016-06-05,全新 宏碁 acer Aspire AS V3-571G V3-731 V3-731G V3-771 V3-7710 V3-7710G V3-771G V3-772 V3-772G 5951G AK14 繁體 中文 鍵盤
"
出價紀錄(13)
            ",heremountain,"6,800",3,"
問與答(23)
            ",14,35034,,上次登入：2016-06-05,【樺仔二手電腦】Dell Latitude E5500 T9550 雙核心CPU / RS232 Com Port 筆電
"
出價紀錄(0)
            ",ppall2000,"9,800",2,"
問與答(0)
            ",0,462,,上次登入：2016-06-04,[羅梅電腦]Acer 4752G i5+獨顯14吋筆電i5-2520M/4G/秒速120GSSD/W7新外殼USB3.0
"
出價紀錄(3)
            ",jor250804,"13,800",2,"
問與答(38)
            ",3,915,,上次登入：2016-06-05,送保貼【T&M數位天地】ASUS華碩 T100HA-0263KZ8500 0413AZ8500 4G/128G 變形筆電
"
出價紀錄(1)
            ",gardonlucky,"8,000",19,"
問與答(5)
            ",1,477,,上次登入：2016-06-04,CF-N10 12吋 酷睿二代I5-2520 2.5GHZ~3.2GHz 4G記憶體 SSD固態60G
"
出價紀錄(166)
            ",ikanolife,768,242,"
問與答(54)
            ",158,592,,上次登入：2016-06-04,【ikano life】Apple 45W<第一代 L型>電源供應器-for Macbook Air 11吋13吋
"
出價紀錄(404)
            ",f67920,400,299,"
問與答(175)
            ",404,17192,,上次登入：2016-06-05,全新 宏碁 Acer Aspire AS 4738Z 4738ZG 4743 4743G 4743Z 4743ZG 4750 4750G 4750Z 4750ZG 4752 4752G AK01 繁體 中文 鍵盤
"
出價紀錄(1)
            ",usoon3c,"9,900",2,"
問與答(1)
            ",1,600,,上次登入：2016-06-04,[小威嗶嗶3C] ﹝高CP值﹞蛋黃哥筆電 GD11 {買就送PP-70行動電源} 【全新含稅】【撿便宜衝評價】
"
出價紀錄(3)
            ",steve18191,"9,900",20,"
問與答(11)
            ",0,310,,上次登入：2016-06-05,CJSCOPE HS-210 N3150/8G/160G
"
出價紀錄(64)
            ",johnny123734,350,544,"
問與答(75)
            ",56,6689,,上次登入：2016-06-05,Mi 蘋果 筆電殼 macbook mac Air / Pro retina 13寸 15寸 11寸 外殼  保護套 保護殼赠送鍵盤膜和防塵塞
"
出價紀錄(17)
            ",nive89,"14,999",4,"
問與答(0)
            ",16,1052,,上次登入：2016-06-05,全新2016年製超殺14999元秒速開機威猛三年保SSD第五代極速核心搭載最速SSD120G/500G雙碟USB3.0
"
出價紀錄(58)
            ",3c1758,"1,600",945,"
問與答(38)
            ",54,1524,,上次登入：2016-06-03,【板子舖】15.6 ASUS A52JC 52JK A52Jr A52JT A53SJ A53SV A53S BG50 G51JX G53JW N50 N51 N53Jf N53Jn N53Jq N53SV U53Jc 面板
"
出價紀錄(42)
            ",jor250804,99,254,"
問與答(37)
            ",56,915,,上次登入：2016-06-05,【T&M數位天地】Toshiba 東芝 原廠鍵盤膜 L750/R930/Z930/P850系列
"
出價紀錄(108)
            ",little_samuelliu,120,25,"
問與答(15)
            ",102,22533,,上次登入：2016-06-03,*樂源*華碩ASUS X540SA-0021AN3700 凹凸鍵盤膜ASUS X540 15.6吋 筆電鍵盤保護膜
"
出價紀錄(43)
            ",little_samuelliu,129,18,"
問與答(17)
            ",39,22533,,上次登入：2016-06-03,*樂源*蘋果macbook mac Air 11/13 Pro Retina 13/15鍵盤膜mac air 13.3寸
"
出價紀錄(1)
            ",2m4a1ram,"15,100",2,"
問與答(16)
            ",1,505,,上次登入：2016-06-05,超值大螢幕【ASUS】X751SJ-0021AN3700 17吋 NV920 1G獨顯 四核心筆電(黑
"
出價紀錄(2)
            ",slf1224,"4,500",2,"
問與答(2)
            ",2,253,,上次登入：2016-06-04,ASUS F9j 筆電12吋獨顯Nv 7300M筆電office可玩LOL線上遊戲
"
出價紀錄(2)
            ",a3502285,"7,500",8,"
問與答(5)
            ",2,308,,上次登入：2016-06-01,HP EliteBook 2560p 12吋 HP 高階 i5 SSD 128G 筆電 四核心便宜的商務上網 I3 I7
"
出價紀錄(13)
            ",dwusoon,"37,900",3,"
問與答(28)
            ",9,771,,上次登入：2016-06-04,《大尾倉庫》《大尾倉庫》聯想 ThinkPad X260 20F6A015TW {I5-6200U}【含稅】【煩請先問存
"
出價紀錄(61)
            ",hsuan120,"1,170",939,"
問與答(66)
            ",60,16520,,上次登入：2016-06-04,ThinkPad Ultrabase Series 3 X220 擴展塢 船塢 底座 X220 X230 0A33932
"
出價紀錄(275)
            ",biohazard,699,156,"
問與答(185)
            ",244,3923,,上次登入：2016-06-04,[蘋果副廠充電器][MagSafe1] Apple Macbook Air Pro Retina 變壓器 電源供應
"
出價紀錄(112)
            ",little_samuelliu,120,19,"
問與答(47)
            ",105,22533,,上次登入：2016-06-03,*樂源*ACER Aspire V15 VN7-591G 矽膠鍵盤膜acer vn7-591g-5925 鍵盤保護膜
"
出價紀錄(1)
            ",ez70559443,"8,000",1,"
問與答(6)
            ",2,550,,上次登入：2016-06-04,"[億耀科技]㊣保固壹年,全新電池,貨到付款,DELL E6410 WIN7 獨顯 I7-620 筆電"
"
出價紀錄(82)
            ",alphaness,40,385,"
問與答(37)
            ",115,1666,,上次登入：2016-06-04,【新款材質】ACER E5-572G E5-573G E5-532G EX-2511G 專用 凹凸 鍵盤膜
"
出價紀錄(31)
            ",anitab,"1,600",19,"
問與答(14)
            ",32,2372,,上次登入：2016-06-05,【漾屏屋】全新 A+ B156XW02 V6 ACER 5750G 5750ZG 5755G 5741G 5742G 
"
出價紀錄(210)
            ",f67920,470,68,"
問與答(104)
            ",207,17192,,上次登入：2016-06-05,全新 聯想 Lenovo  B580 V570 G580 G570 G580 B570 B580 B590 G770 Z560 Z570 Z575 G570-TC 25012350 LK05 繁體 中文 鍵盤
"
出價紀錄(2)
            ",ez70559443,"8,000",10,"
問與答(9)
            ",1,550,,上次登入：2016-06-04,"[億耀科技]㊣保固壹年,全新電池,貨到付款,THINKPAD T420 I5-2520 / 8GB 筆電"
"
出價紀錄(2)
            ",lym1215,"11,900",3,"
問與答(8)
            ",2,5530,,上次登入：2016-06-04,奇茂科技】Lenovo IdeaPad 100 80QQ000RTW 15.6吋 i3-5005U 500GB 全新未拆
"
出價紀錄(194)
            ",f67920,450,26,"
問與答(108)
            ",188,17192,,上次登入：2016-06-05,全新 華碩 ASUS A43 A43B A43BE A43BR A43BY A43E A43S A43S A43SA A43SD A43SJ A43SM A43SV A43T A43TA AS05 繁體 中文 鍵盤
"
出價紀錄(589)
            ",isisam,450,509,"
問與答(246)
            ",588,833,,上次登入：2016-06-04,蘋果電腦直立架LTC ARK Standing Dock For Macbook Series 變成iMac支架
"
出價紀錄(5)
            ",missing007,"19,000",1,"
問與答(9)
            ",4,3739,,上次登入：2016-06-04,"【OSSLab弘昌電子】店保二十天-Apple MacBook Air 11"" (MCH1G)"
"
出價紀錄(39)
            ",in90gruv,"1,550",8,"
問與答(37)
            ",35,257,,上次登入：2016-06-05,現貨~免運費 ~ 蘋果 Apple MacBook Air 13吋 A1405 A1496 A1369 A1466 電池
"
出價紀錄(39)
            ",nive89,"15,999",10,"
問與答(0)
            ",38,1052,,上次登入：2016-06-05,"來電詢問+全省取貨,台中華碩ASUS X540SA-0021AN3700 平價四核機W10  來店自取再送四好禮"
